,Name,Area,Furnishing,Transaction,Status,Price
2577,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2578,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2579,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2580,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2581,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2582,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2583,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2584,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2585,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2586,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2587,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2588,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2589,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2590,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2591,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2592,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2593,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2594,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2595,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2596,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2597,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2598,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2599,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2600,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2601,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2602,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2603,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2604,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2605,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2606,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2607,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2608,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2609,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2610,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2611,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2612,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2613,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2614,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2615,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2616,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2617,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2618,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2619,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2620,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2621,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2622,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2623,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2624,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2625,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2626,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2627,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2628,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2629,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2630,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2631,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2632,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2633,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2634,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2635,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2636,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2637,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2638,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2639,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2640,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2641,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2642,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2643,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2644,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2645,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2646,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2647,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2648,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2649,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2650,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2651,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2652,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2653,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2654,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2655,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2656,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2657,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2658,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2659,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2660,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2661,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2662,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2663,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2664,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2665,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2666,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2667,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2668,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2669,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2670,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2671,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2672,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2673,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2674,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2675,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2676,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2677,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2678,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2679,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2680,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2681,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2682,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2683,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2684,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2685,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2686,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2687,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2688,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2689,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2690,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2691,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2692,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2693,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2694,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2695,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2696,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2697,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2698,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2699,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2700,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2701,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2702,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2703,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2704,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2705,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2706,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2707,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2708,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2709,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2710,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2711,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2712,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2713,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2714,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2715,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2716,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2717,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2718,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2719,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2720,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2721,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2722,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2723,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2724,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2725,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2726,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2727,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2728,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2729,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2730,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2731,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2732,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2733,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2734,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2735,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2736,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2737,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2738,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2739,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2740,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2741,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2742,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2743,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2744,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2745,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2746,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2747,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2748,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2749,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2750,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2751,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2752,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2753,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2754,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2755,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2756,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2757,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2758,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2759,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2760,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2761,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2762,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2763,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2764,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2765,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2766,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2767,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2768,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2769,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2770,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2771,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2772,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2773,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2774,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2775,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2776,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2777,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2778,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2779,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2780,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2781,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2782,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2783,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
